tile_name,tile_path,paved_plaza_surface_area,paved_plaza_surface_count,paved_plaza_surface_conf,isolated_walkway_area,isolated_walkway_count,isolated_walkway_conf,meandering_sidewalk_area,meandering_sidewalk_count,meandering_sidewalk_conf,fragmented_sidewalk_area,fragmented_sidewalk_count,fragmented_sidewalk_conf,isolated_roadway_area,isolated_roadway_count,isolated_roadway_conf,vegetated_ground_surface_area,vegetated_ground_surface_count,vegetated_ground_surface_conf,road_marking_surface_area,road_marking_surface_count,road_marking_surface_conf,paved_plaza_surface_area_px,isolated_walkway_area_px,meandering_sidewalk_area_px,fragmented_sidewalk_area_px,isolated_roadway_area_px,vegetated_ground_surface_area_px,road_marking_surface_area_px
158685_194019,tiles/158685_194019.jpg,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0
158685_194020,tiles/158685_194020.jpg,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0
158685_194021,tiles/158685_194021.jpg,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0
158685_194022,tiles/158685_194022.jpg,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0
158685_194023,tiles/158685_194023.jpg,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0
158685_194024,tiles/158685_194024.jpg,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0
158685_194025,tiles/158685_194025.jpg,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.9936,1,0.6978,0.0,0,0.0,0,0,0,0,0,65116,0
158685_194026,tiles/158685_194026.jpg,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0
158685_194027,tiles/158685_194027.jpg,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0
158685_194028,tiles/158685_194028.jpg,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0
158685_194029,tiles/158685_194029.jpg,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0
158685_194030,tiles/158685_194030.jpg,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0
158685_194031,tiles/158685_194031.jpg,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0
158685_194032,tiles/158685_194032.jpg,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0
158685_194033,tiles/158685_194033.jpg,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.9396,2,1.1818,0.8035,1,0.6764,0.0875,2,0.6062,0.0,0,0.0,0,0,0,61577,52658,5734,0
158685_194034,tiles/158685_194034.jpg,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.2706,1,0.5392,0.2157,2,0.756,0.0,0,0.0,0,0,0,0,17734,14136,0
158685_194035,tiles/158685_194035.jpg,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.7872,1,0.5037,0.6698,2,0.6699,0.0,0,0.0,0,0,0,0,51589,43896,0
158685_194036,tiles/158685_194036.jpg,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.9996,1,0.5926,0.0,0,0.0,0.9434,1,0.7784,0.0,0,0.0,0,0,0,65509,0,61826,0
158685_194037,tiles/158685_194037.jpg,1.0,1,0.5181,0.0,0,0.0,0.0,0,0.0,1.0,1,0.5111,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,65536,0,0,65536,0,0,0
158685_194038,tiles/158685_194038.jpg,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0
158685_194039,tiles/158685_194039.jpg,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.9965,1,0.9348,0.0,0,0.0,0,0,0,0,0,65306,0
158685_194040,tiles/158685_194040.jpg,0.9998,1,0.7144,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.9975,1,0.7024,0.0,0,0.0,65522,0,0,0,0,65372,0
158685_194041,tiles/158685_194041.jpg,0.9998,1,0.5869,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.9983,1,0.5166,0.0,0,0.0,65522,0,0,0,0,65424,0
158685_194042,tiles/158685_194042.jpg,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.9757,1,0.7374,0.0,0,0.0,0,0,0,0,0,63943,0
158685_194043,tiles/158685_194043.jpg,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.9967,1,0.8819,0.0,0,0.0,0,0,0,0,0,65319,0
158685_194044,tiles/158685_194044.jpg,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0
158685_194045,tiles/158685_194045.jpg,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0
158685_194046,tiles/158685_194046.jpg,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.9863,1,0.6358,0.0,0,0.0,0,0,0,0,0,64638,0
158685_194047,tiles/158685_194047.jpg,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0
158685_194048,tiles/158685_194048.jpg,0.0,0,0.0,0.0598,1,0.532,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.8809,1,0.503,0.0,0,0.0,0,3919,0,0,0,57730,0
158685_194049,tiles/158685_194049.jpg,0.7785,3,0.6496,0.0,0,0.0,0.0,0,0.0,0.7813,3,0.6318,0.7452,3,0.5908,0.7705,2,0.8074,0.0,0,0.0,51019,0,0,51203,48837,50495,0
158685_194050,tiles/158685_194050.jpg,0.3463,3,0.6011,0.0451,1,0.645,0.0,0,0.0,0.4213,3,1.3725,0.2015,2,0.7401,0.3832,4,0.7603,0.0,0,0.0,22695,2955,0,27610,13205,25113,0
158685_194051,tiles/158685_194051.jpg,0.4075,1,0.8442,0.0,0,0.0,0.0,0,0.0,0.8079,2,1.4434,0.3556,1,0.6972,0.2387,1,0.9118,0.0,0,0.0,26705,0,0,52946,23304,15643,0
158685_194052,tiles/158685_194052.jpg,0.2903,1,0.5476,0.0,0,0.0,0.0,0,0.0,0.4597,3,1.0658,0.0442,1,0.6368,0.0,0,0.0,0.0013,1,0.5122,19025,0,0,30126,2896,0,85
158685_194053,tiles/158685_194053.jpg,0.0,0,0.0,0.1051,1,0.7913,0.1061,1,0.5791,0.2248,2,0.6032,0.2232,2,0.8262,0.3155,4,0.6773,0.0,0,0.0,0,6887,6953,14732,14627,20676,0
158685_194054,tiles/158685_194054.jpg,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.4021,3,1.4085,0.0,0,0.0,0.6192,3,0.6899,0.0,0,0.0,0,0,0,26352,0,40579,0
158685_194055,tiles/158685_194055.jpg,0.0,0,0.0,0.0397,2,0.6345,0.0403,1,0.5559,0.0215,1,0.562,0.041,1,0.8897,0.4256,3,0.698,0.0,0,0.0,0,2601,2641,1409,2686,27892,0
158685_194056,tiles/158685_194056.jpg,0.0,0,0.0,0.0534,3,0.6331,0.0556,2,0.5898,0.0,0,0.0,0.0531,2,0.6491,0.3834,2,0.8543,0.0,0,0.0,0,3499,3643,0,3479,25126,0
158685_194057,tiles/158685_194057.jpg,0.0,0,0.0,0.0348,1,0.6207,0.0352,1,0.5926,0.1492,2,0.6143,0.0775,1,0.8661,0.073,3,0.7831,0.0,0,0.0,0,2280,2306,9777,5079,4784,0
158685_194058,tiles/158685_194058.jpg,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.5502,5,1.2591999999999999,0.1243,1,0.6929,0.1114,3,0.7717,0.0059,1,0.5283,0,0,0,36057,8146,7300,386
158685_194059,tiles/158685_194059.jpg,0.0,0,0.0,0.0518,1,0.9399,0.0527,1,0.8719,0.2323,2,0.6519,0.2188,2,0.8941,0.4746,3,0.8959,0.0,0,0.0,0,3394,3453,15224,14339,31103,0
158685_194060,tiles/158685_194060.jpg,0.0,0,0.0,0.0806,1,0.6864,0.082,1,0.543,0.1803,1,0.5232,0.1867,3,0.7111,0.7495,5,0.8946,0.0,0,0.0,0,5282,5373,11816,12235,49119,0
158685_194061,tiles/158685_194061.jpg,0.0,0,0.0,0.0586,1,0.7713,0.0597,1,0.5675,0.0,0,0.0,0.1368,2,0.7532,0.7063,5,0.6557,0.0,0,0.0,0,3840,3912,0,8965,46288,0
158685_194062,tiles/158685_194062.jpg,0.1804,1,0.7003,0.0,0,0.0,0.0,0,0.0,0.3604,2,1.711,0.219,3,0.6693,0.3022,3,0.6533,0.0,0,0.0,11822,0,0,23619,14352,19804,0
158685_194063,tiles/158685_194063.jpg,0.2216,3,0.5643,0.0737,1,0.912,0.0756,1,0.6756,0.3634,5,1.6176,0.0751,1,0.9504,0.3378,3,0.6601,0.0,0,0.0,14522,4830,4954,23815,4921,22138,0
158685_194064,tiles/158685_194064.jpg,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0302,1,0.762,0.8678,1,0.503,0.0,0,0.0,0,0,0,0,1979,56872,0
158685_194065,tiles/158685_194065.jpg,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0576,1,0.626,0.0563,1,0.8516,0.8768,1,0.8746,0.0025,2,0.519,0,0,0,3774,3689,57461,163
158685_194066,tiles/158685_194066.jpg,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.3412,1,0.8673,0.3815,2,0.7058,0.0349,23,0.6719,0,0,0,0,22360,25001,2287
158685_194067,tiles/158685_194067.jpg,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.9626,1,0.7054,0.9284,1,0.8534,0.0,0,0.0,0.0,0,0.0,0,0,0,63084,60843,0,0
158685_194068,tiles/158685_194068.jpg,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.9988,1,0.5963,0.9975,1,0.7802,0.0,0,0.0,0.0,0,0.0,0,0,0,65457,65372,0,0
158685_194069,tiles/158685_194069.jpg,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.9974,1,0.5314,0.0,0,0.0,0.0,0,0.0,0,0,0,0,65365,0,0
158685_194070,tiles/158685_194070.jpg,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.7973,1,0.5839,0.8872,1,0.7369,0.0,0,0.0,0.0,0,0.0,0,0,0,52251,58143,0,0
158685_194071,tiles/158685_194071.jpg,0.0262,1,0.5386,0.026,2,0.7511,0.0264,2,0.6065,0.133,3,0.5705,0.0264,2,0.6776,0.586,6,0.7254,0.0,0,0.0,1717,1703,1730,8716,1730,38404,0
158685_194072,tiles/158685_194072.jpg,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.8642,1,0.7392,0.0,0,0.0,0,0,0,0,0,56636,0
158686_193981,tiles/158686_193981.jpg,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0
158686_193982,tiles/158686_193982.jpg,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0
158686_193983,tiles/158686_193983.jpg,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0
158686_193984,tiles/158686_193984.jpg,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0
158686_193985,tiles/158686_193985.jpg,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0
158686_193986,tiles/158686_193986.jpg,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0
158686_193987,tiles/158686_193987.jpg,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0
158686_193988,tiles/158686_193988.jpg,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0
158686_193989,tiles/158686_193989.jpg,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0
158686_193990,tiles/158686_193990.jpg,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0
158686_193991,tiles/158686_193991.jpg,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0
158686_193992,tiles/158686_193992.jpg,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0
158686_193993,tiles/158686_193993.jpg,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0
158686_193994,tiles/158686_193994.jpg,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0
158686_193995,tiles/158686_193995.jpg,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0
158686_193996,tiles/158686_193996.jpg,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.337,1,0.7529,0.0,0,0.0,0,0,0,0,0,22085,0
158686_193997,tiles/158686_193997.jpg,0.0,0,0.0,0.007,1,0.5199,0.0,0,0.0,0.0,0,0.0,0.0658,1,0.8412,0.1329,2,0.6271,0.0063,2,0.648,0,458,0,0,4312,8709,412
158686_193998,tiles/158686_193998.jpg,0.0,0,0.0,0.0187,4,0.5971,0.0121,2,0.5638,0.2262,6,1.2091,0.0,0,0.0,0.4137,8,0.8007,0.0,0,0.0,0,1225,792,14824,0,27112,0
158686_193999,tiles/158686_193999.jpg,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.4058,3,1.2402,0.0,0,0.0,0.206,3,0.6656,0.0107,6,0.5886,0,0,0,26594,0,13500,701
158686_194000,tiles/158686_194000.jpg,0.3742,3,0.7135,0.0627,1,0.9346,0.064,1,0.8767,0.8365,7,1.3904999999999998,0.1198,2,0.7776,0.2596,2,0.8638,0.0,0,0.0,24523,4109,4194,54820,7851,17013,0
158686_194001,tiles/158686_194001.jpg,0.4952,1,0.8927,0.0063,1,0.7396,0.0483,2,0.6295,1.0654,5,1.8401,0.4317,1,0.681,0.2005,5,0.8107,0.0,0,0.0,32453,412,3165,69822,28291,13139,0
158686_194002,tiles/158686_194002.jpg,0.0,0,0.0,0.1085,4,0.6466,0.0527,2,0.6293,0.2005,3,1.662,0.2203,2,0.7363,0.1609,5,0.7471,0.0668,6,0.6448,0,7110,3453,13139,14437,10544,4377
158686_194003,tiles/158686_194003.jpg,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.1771,1,0.5289,0.0388,1,0.6694,0.0415,3,0.6861,0.0,0,0.0,0,0,0,11606,2542,2719,0
158686_194004,tiles/158686_194004.jpg,0.4692,3,0.702,0.0457,1,0.5883,0.0,0,0.0,0.5597,5,1.2015,0.3633,2,0.7401,0.1131,5,0.659,0.0471,1,0.5241,30749,2994,0,36680,23809,7412,3086
158686_194005,tiles/158686_194005.jpg,0.3824,3,0.6833,0.0,0,0.0,0.0,0,0.0,0.7576,6,1.3203,0.2046,1,0.8571,0.1343,1,0.8892,0.0,0,0.0,25060,0,0,49650,13408,8801,0
158686_194006,tiles/158686_194006.jpg,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.2216,1,0.5243,0.2971,2,0.7298,0.4143,6,0.6596,0.0,0,0.0,0,0,0,14522,19470,27151,0
158686_194007,tiles/158686_194007.jpg,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.1147,1,0.601,0.9505,1,0.9165,0.0,0,0.0,0,0,0,0,7516,62291,0
158686_194008,tiles/158686_194008.jpg,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.1026,1,0.5741,0.8312,1,0.9658,0.0,0,0.0,0,0,0,0,6723,54473,0
158686_194009,tiles/158686_194009.jpg,0.3539,1,0.6025,0.0,0,0.0,0.0,0,0.0,0.3511,2,0.6678,0.0,0,0.0,0.2589,1,0.9479,0.0,0,0.0,23193,0,0,23009,0,16967,0
158686_194010,tiles/158686_194010.jpg,0.457,2,0.6073,0.0308,1,0.6817,0.0,0,0.0,0.5564,3,1.2235,0.0,0,0.0,0.0207,2,0.5804,0.0,0,0.0,29949,2018,0,36464,0,1356,0
158686_194011,tiles/158686_194011.jpg,0.33,2,0.6058,0.0,0,0.0,0.0,0,0.0,0.6173,4,1.2107999999999999,0.3349,2,0.6458,0.0,0,0.0,0.0,0,0.0,21626,0,0,40455,21948,0,0
158686_194012,tiles/158686_194012.jpg,0.0,0,0.0,0.042,1,0.7298,0.0428,1,0.663,0.2047,4,1.1721,0.1238,2,0.8761,0.183,5,0.6383,0.0207,3,0.6457,0,2752,2804,13415,8113,11993,1356
158686_194013,tiles/158686_194013.jpg,0.0086,1,0.6604,0.0687,3,0.6549,0.0,0,0.0,0.086,4,1.1613,0.1343,2,0.8171,0.5064,4,0.6955,0.0282,3,0.6126,563,4502,0,5636,8801,33187,1848
158686_194014,tiles/158686_194014.jpg,0.0,0,0.0,0.0256,1,0.8233,0.0255,1,0.578,0.0246,1,0.6183,0.0256,1,0.8991,0.0128,1,0.7403,0.0,0,0.0,0,1677,1671,1612,1677,838,0
158686_194015,tiles/158686_194015.jpg,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0
158686_194016,tiles/158686_194016.jpg,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0
158686_194017,tiles/158686_194017.jpg,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0
158686_194018,tiles/158686_194018.jpg,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0
158686_194019,tiles/158686_194019.jpg,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0
158686_194020,tiles/158686_194020.jpg,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0
158686_194021,tiles/158686_194021.jpg,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0
158686_194022,tiles/158686_194022.jpg,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0
158686_194023,tiles/158686_194023.jpg,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0
158686_194024,tiles/158686_194024.jpg,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0
158686_194025,tiles/158686_194025.jpg,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0
158686_194026,tiles/158686_194026.jpg,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0
158686_194027,tiles/158686_194027.jpg,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.467,1,0.535,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,30605,0,0,0
158686_194028,tiles/158686_194028.jpg,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0
158686_194029,tiles/158686_194029.jpg,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0
158686_194030,tiles/158686_194030.jpg,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0
158686_194031,tiles/158686_194031.jpg,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0
158686_194032,tiles/158686_194032.jpg,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0
158686_194033,tiles/158686_194033.jpg,0.0,0,0.0,0.0387,1,0.823,0.0393,1,0.7098,0.2456,2,0.5783,0.2499,2,0.7664,0.7562,5,0.7003,0.0,0,0.0,0,2536,2575,16095,16377,49558,0
158686_194034,tiles/158686_194034.jpg,0.0,0,0.0,0.1016,3,0.7243,0.1033,3,0.6111,0.0,0,0.0,0.1015,1,0.947,0.853,3,0.9328,0.0,0,0.0,0,6658,6769,0,6651,55902,0
158686_194035,tiles/158686_194035.jpg,0.0,0,0.0,0.0352,2,0.7499,0.0251,1,0.7407,0.0,0,0.0,0.0352,2,0.8456,0.8944,2,0.9415,0.0,0,0.0,0,2306,1644,0,2306,58615,0
158686_194036,tiles/158686_194036.jpg,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.4401,1,0.967,0.0,0,0.0,0,0,0,0,0,28842,0
158686_194037,tiles/158686_194037.jpg,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.6991,2,0.6967,0.0,0,0.0,0,0,0,0,0,45816,0
158686_194038,tiles/158686_194038.jpg,0.9999,1,0.6226,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.9977,1,0.7172,0.0,0,0.0,65529,0,0,0,0,65385,0
158686_194039,tiles/158686_194039.jpg,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0
158686_194040,tiles/158686_194040.jpg,0.9998,1,0.5142,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,65522,0,0,0,0,0,0
158686_194041,tiles/158686_194041.jpg,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0
158686_194042,tiles/158686_194042.jpg,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.9982,1,0.7871,0.0,0,0.0,0,0,0,0,0,65418,0
158686_194043,tiles/158686_194043.jpg,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.9988,1,0.8334,0.0,0,0.0,0,0,0,0,0,65457,0
158686_194044,tiles/158686_194044.jpg,0.9991,1,0.552,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.9968,1,0.7831,0.0,0,0.0,65477,0,0,0,0,65326,0
158686_194045,tiles/158686_194045.jpg,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.9955,1,0.6457,0.0,0,0.0,0,0,0,0,0,65241,0
158686_194046,tiles/158686_194046.jpg,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.9908,1,0.769,0.0,0,0.0,0,0,0,0,0,64933,0
158686_194047,tiles/158686_194047.jpg,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0
158686_194048,tiles/158686_194048.jpg,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0
158686_194049,tiles/158686_194049.jpg,0.0,0,0.0,0.0248,1,0.5809,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,1625,0,0,0,0,0
158686_194050,tiles/158686_194050.jpg,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0
158686_194051,tiles/158686_194051.jpg,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.7387,1,0.5953,0.0,0,0.0,0,0,0,0,0,48411,0
